classname ; CvsEntropy ; CvsWEntropy ; CvsLinEntropy ; CvsLogEntropy ; CvsExpEntropy ; 
org::eclipse::jdt::core::dom::MethodRef ; 6.70304 ; 0.00381663 ; 0.152618 ; 8.10942 ; 0.231938 ; 
org::eclipse::jdt::internal::core::util::ReferenceInfoAdapter ; 6.8559 ; 0.00854804 ; 0.127737 ; 8.06385 ; 0.17552 ; 
org::eclipse::jdt::internal::core::RenameResourceElementsOperation ; 6.92698 ; 0.00278123 ; 0.0097273 ; 0.161994 ; 0.00112517 ; 
org::eclipse::jdt::core::dom::ASTMatcher ; 7.97103 ; 0.00933731 ; 0.0148224 ; 0.198091 ; 0.00942904 ; 
org::eclipse::jdt::core::WorkingCopyOwner ; 15.6356 ; 0.0304594 ; 0.178388 ; 8.34979 ; 0.27637 ; 
org::eclipse::jdt::core::compiler::ReconcileContext ; 7.99162 ; 0.0148172 ; 0.157613 ; 8.15006 ; 0.239334 ; 
org::eclipse::jdt::core::ClasspathContainerInitializer ; 7.05208 ; 0.0275543 ; 0.0139575 ; 0.178617 ; 0.00851947 ; 
org::eclipse::jdt::internal::core::Annotation ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::jdom::AbstractDOMBuilder ; 5.1154 ; 0.00238599 ; 0.00769445 ; 0.121597 ; 0.00113041 ; 
org::eclipse::jdt::internal::eval::Evaluator ; 6.62518 ; 0.00739449 ; 0.010227 ; 0.158491 ; 0.00165773 ; 
org::eclipse::jdt::internal::formatter::comment::JavaDocRegion ; 10.7828 ; 0.0120674 ; 0.153312 ; 8.19873 ; 0.228401 ; 
org::eclipse::jdt::core::dom::VariableBinding ; 20.5304 ; 0.0406166 ; 0.170138 ; 8.44099 ; 0.267907 ; 
org::eclipse::jdt::internal::compiler::problem::DefaultProblem ; 14.0643 ; 0.0448697 ; 0.0244866 ; 0.34434 ; 0.0135106 ; 
org::eclipse::jdt::core::util::ClassFormatException ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::builder::IncrementalImageBuilder ; 27.5325 ; 0.165532 ; 0.228648 ; 8.71512 ; 0.402414 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnNameOfMemberValuePair ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::SourceRefElement ; 14.9873 ; 0.0105976 ; 0.152971 ; 8.2857 ; 0.233905 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedSuperReference ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::NonJavaResource ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::hierarchy::HierarchyBinaryType ; 12.7841 ; 0.0185001 ; 0.140355 ; 8.20887 ; 0.19785 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnFieldName ; 7.8386 ; 0.00317177 ; 0.0117569 ; 0.186314 ; 0.00155339 ; 
org::eclipse::jdt::internal::compiler::impl::FloatConstant ; 6.77104 ; 0.00287714 ; 0.0101348 ; 0.160922 ; 0.00120756 ; 
org::eclipse::jdt::internal::compiler::codegen::FloatCache ; 5.18073 ; 0.0232114 ; 0.0071473 ; 0.120784 ; 5.86932e-4 ; 
org::eclipse::jdt::internal::compiler::parser::SourceTypeConverter ; 24.2091 ; 0.238687 ; 0.188789 ; 8.55521 ; 0.312863 ; 
org::eclipse::jdt::internal::core::search::matching::ClassFileMatchLocator ; 23.0053 ; 0.231448 ; 0.17689 ; 8.50601 ; 0.267306 ; 
org::eclipse::jdt::internal::core::VerboseElementCache ; 1.35903 ; 0.00113403 ; 0.00221008 ; 0.0329935 ; 3.20956e-4 ; 
org::eclipse::jdt::internal::core::BinaryTypeConverter ; 11.4729 ; 0.107001 ; 0.162806 ; 8.23713 ; 0.288635 ; 
org::eclipse::jdt::internal::compiler::util::CompoundNameVector ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::dom::PackageBinding ; 19.5611 ; 0.0334503 ; 0.179696 ; 8.43936 ; 0.290953 ; 
org::eclipse::jdt::internal::formatter::comment::MultiCommentLine ; 4.13043 ; 0.00711234 ; 0.00935456 ; 0.10854 ; 0.00761258 ; 
org::eclipse::jdt::internal::core::JavaCorePreferenceInitializer ; 19.5164 ; 0.0215881 ; 0.0314653 ; 0.470371 ; 0.010621 ; 
org::eclipse::jdt::internal::compiler::codegen::VerificationTypeInfo ; 7.88266 ; 0.00917284 ; 0.129478 ; 8.09233 ; 0.165868 ; 
org::eclipse::jdt::internal::compiler::ast::QualifiedThisReference ; 13.45 ; 0.00813681 ; 0.14304 ; 8.23084 ; 0.199799 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocParamNameReference ; 3.58431 ; 9.31347e-4 ; 0.00533203 ; 0.0851721 ; 4.81514e-4 ; 
org::eclipse::jdt::core::dom::MethodBinding ; 34.7321 ; 0.196943 ; 0.217569 ; 8.84711 ; 0.38326 ; 
org::eclipse::jdt::internal::compiler::ast::ConstructorDeclaration ; 29.7618 ; 0.406544 ; 0.0709193 ; 0.781236 ; 0.106508 ; 
org::eclipse::jdt::internal::core::CreateCompilationUnitOperation ; 9.60485 ; 0.00599819 ; 0.014692 ; 0.228743 ; 0.00353979 ; 
org::eclipse::jdt::core::CorrectionEngine ; 13.0232 ; 0.0147415 ; 0.160592 ; 8.25406 ; 0.232006 ; 
org::eclipse::jdt::internal::core::search::matching::VariableLocator ; 6.43425 ; 0.00580944 ; 0.026389 ; 0.192876 ; 0.0801099 ; 
org::eclipse::jdt::internal::compiler::batch::ClasspathDirectory ; 17.8093 ; 0.0289362 ; 0.0577404 ; 0.498338 ; 0.126743 ; 
org::eclipse::jdt::internal::core::index::MemoryIndex ; 9.51627 ; 0.00483325 ; 0.0135951 ; 0.223586 ; 0.00146674 ; 
org::eclipse::jdt::internal::compiler::ast::SwitchStatement ; 19.2089 ; 0.0204487 ; 0.152694 ; 8.37102 ; 0.202788 ; 
org::eclipse::jdt::internal::core::search::indexing::InternalSearchDocument ; 11.8809 ; 0.0074146 ; 0.0197444 ; 0.288096 ; 0.00827257 ; 
org::eclipse::jdt::core::dom::BindingResolver ; 14.6512 ; 0.122787 ; 0.149425 ; 8.27325 ; 0.213496 ; 
org::eclipse::jdt::internal::compiler::codegen::StackMapFrame ; 7.35509 ; 0.0537909 ; 0.017624 ; 0.195627 ; 0.0190915 ; 
org::eclipse::jdt::internal::core::AnnotationInfo ; 1.47165 ; 0.0013687 ; 0.112489 ; 7.91776 ; 0.140566 ; 
org::eclipse::jdt::internal::compiler::classfmt::ClassFormatException ; 4.08525 ; 0.00250287 ; 0.00599796 ; 0.0965694 ; 7.52173e-4 ; 
org::eclipse::jdt::internal::core::builder::ClasspathDirectory ; 10.2582 ; 0.0154351 ; 0.0138371 ; 0.237905 ; 0.0010253 ; 
org::eclipse::jdt::internal::compiler::classfmt::MethodInfoWithParameterAnnotations ; 1.06049 ; 6.78105e-4 ; 0.00371141 ; 0.0316289 ; 0.00673218 ; 
org::eclipse::jdt::internal::core::builder::ClasspathMultiDirectory ; 2.50744 ; 0.00137131 ; 0.00287293 ; 0.0561041 ; 4.51575e-5 ; 
org::eclipse::jdt::internal::compiler::lookup::TypeBinding ; 35.3663 ; 0.435971 ; 0.220092 ; 8.85653 ; 0.35532 ; 
org::eclipse::jdt::internal::compiler::flow::LabelFlowContext ; 5.26853 ; 0.00369007 ; 0.00769384 ; 0.124448 ; 8.6308e-4 ; 
org::eclipse::jdt::internal::compiler::ast::AssertStatement ; 14.8017 ; 0.0129674 ; 0.0235452 ; 0.356324 ; 0.005372 ; 
org::eclipse::jdt::internal::core::search::matching::TypeReferencePattern ; 11.9023 ; 0.0622637 ; 0.0401578 ; 0.341978 ; 0.099809 ; 
org::eclipse::jdt::core::search::TypeNameMatchRequestor ; 1.78303 ; 0.00106003 ; 0.0053881 ; 0.0509477 ; 0.00721085 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnPackageReference ; 5.19438 ; 0.002307 ; 0.00784493 ; 0.123602 ; 0.00115776 ; 
org::eclipse::jdt::core::BindingKey ; 17.6471 ; 0.0482063 ; 0.142686 ; 8.31741 ; 0.171512 ; 
org::eclipse::jdt::internal::compiler::ast::JavadocReturnStatement ; 11.4634 ; 0.00676725 ; 0.0206178 ; 0.282636 ; 0.012526 ; 
org::eclipse::jdt::internal::eval::CodeSnippetAllocationExpression ; 11.2364 ; 0.00554235 ; 0.138916 ; 8.17546 ; 0.198062 ; 
org::eclipse::jdt::internal::compiler::env::AccessRule ; 6.4938 ; 0.00528195 ; 0.00897411 ; 0.151433 ; 7.84485e-4 ; 
org::eclipse::jdt::internal::core::jdom::DOMBuilder ; 8.29017 ; 0.00328434 ; 0.0145023 ; 0.203211 ; 0.00777314 ; 
org::eclipse::jdt::internal::core::search::matching::TypeParameterPattern ; 10.0345 ; 0.00817526 ; 0.141243 ; 8.15536 ; 0.208159 ; 
org::eclipse::jdt::internal::core::util::InnerClassesAttributeEntry ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::dom::ASTSyntaxErrorPropagator ; 6.89725 ; 0.00684106 ; 0.00994651 ; 0.162417 ; 0.00106831 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnFieldType ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnExplicitConstructorCall ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::util::HandleFactory ; 12.8587 ; 0.0678917 ; 0.197965 ; 8.33843 ; 0.383115 ; 
org::eclipse::jdt::internal::core::dom::rewrite::TrackedNodePosition ; 5.60179 ; 0.00401503 ; 0.00813987 ; 0.132044 ; 0.00109044 ; 
org::eclipse::jdt::internal::compiler::util::SimpleSetOfCharArray ; 2.4812 ; 0.126859 ; 0.00751672 ; 0.0709051 ; 0.0103292 ; 
org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteAnalyzer ; 27.8882 ; 0.173283 ; 0.0536707 ; 0.695483 ; 0.0522975 ; 
org::eclipse::jdt::internal::compiler::ast::ReturnStatement ; 22.412 ; 0.0638049 ; 0.171808 ; 8.48499 ; 0.255302 ; 
org::eclipse::jdt::core::search::MethodDeclarationMatch ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::util::LocalVariableAttribute ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::builder::NameEnvironment ; 14.9973 ; 0.022009 ; 0.172211 ; 8.32551 ; 0.287168 ; 
org::eclipse::jdt::core::dom::ParameterizedType ; 6.78585 ; 0.00386166 ; 0.151707 ; 8.10751 ; 0.231175 ; 
org::eclipse::jdt::internal::formatter::comment::Java2HTMLEntityReader ; 3.80102 ; 0.0360506 ; 0.0107428 ; 0.105192 ; 0.0184557 ; 
org::eclipse::jdt::internal::core::BufferFactoryWrapper ; 5.1154 ; 0.00225268 ; 0.00769445 ; 0.121597 ; 0.00113041 ; 
org::eclipse::jdt::internal::core::NameLookup ; 24.7695 ; 0.141225 ; 0.169324 ; 8.52288 ; 0.233666 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocTag ; 4.63008 ; 0.0107908 ; 0.00855981 ; 0.115692 ; 0.00330776 ; 
org::eclipse::jdt::internal::compiler::util::HashtableOfObject ; 3.9771 ; 0.00318468 ; 0.00585268 ; 0.0940532 ; 7.56986e-4 ; 
org::eclipse::jdt::internal::compiler::ast::ParameterizedQualifiedTypeReference ; 28.5804 ; 0.0671102 ; 0.188916 ; 8.64911 ; 0.29708 ; 
org::eclipse::jdt::internal::eval::EvaluationContext ; 14.7972 ; 0.0162405 ; 0.148826 ; 8.27367 ; 0.20782 ; 
org::eclipse::jdt::internal::compiler::ast::ContinueStatement ; 7.3557 ; 0.0123242 ; 0.0115911 ; 0.176828 ; 0.00209973 ; 
org::eclipse::jdt::internal::compiler::ast::ThrowStatement ; 13.1052 ; 0.0170448 ; 0.029089 ; 0.33798 ; 0.0390715 ; 
org::eclipse::jdt::internal::core::SourceType ; 23.0587 ; 0.0473651 ; 0.170674 ; 8.49097 ; 0.264851 ; 
org::eclipse::jdt::internal::core::util::StackMapFrame ; 4.23122 ; 0.0140505 ; 0.00669853 ; 0.102033 ; 8.90851e-4 ; 
org::eclipse::jdt::core::CheckDebugAttributes ; 10.4982 ; 0.00892024 ; 0.148309 ; 8.17678 ; 0.21912 ; 
org::eclipse::jdt::internal::core::ClasspathEntry ; 27.2818 ; 0.402768 ; 0.196934 ; 8.63408 ; 0.317245 ; 
org::eclipse::jdt::internal::core::jdom::DOMPackage ; 6.92698 ; 0.00400116 ; 0.0097273 ; 0.161994 ; 0.00112517 ; 
org::eclipse::jdt::internal::core::search::matching::PackageReferencePattern ; 9.78677 ; 0.00572628 ; 0.13159 ; 8.13472 ; 0.165746 ; 
org::eclipse::jdt::internal::core::JavaProjectElementInfo ; 22.3638 ; 0.132324 ; 0.196679 ; 8.5323 ; 0.351579 ; 
org::eclipse::jdt::internal::core::SourceAnnotationMethodInfo ; 8.66785 ; 0.0147682 ; 0.140262 ; 8.13047 ; 0.222697 ; 
org::eclipse::jdt::internal::compiler::ast::ExtendedStringLiteral ; 5.19438 ; 0.00233992 ; 0.00784493 ; 0.123602 ; 0.00115776 ; 
org::eclipse::jdt::internal::core::builder::WorkQueue ; 6.37263 ; 0.00435249 ; 0.00914291 ; 0.149798 ; 0.00111407 ; 
org::eclipse::jdt::internal::core::SourceConstructorInfo ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::ast::ArrayQualifiedTypeReference ; 7.282 ; 0.00916201 ; 0.0121162 ; 0.176942 ; 0.00396161 ; 
org::eclipse::jdt::internal::compiler::DocumentElementParser ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::builder::ImageBuilderInternalException ; 6.70721 ; 0.00866876 ; 0.123453 ; 8.0512 ; 0.15271 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocSingleTypeReference ; 1.5732 ; 6.79976e-4 ; 0.00228336 ; 0.0371667 ; 1.77449e-4 ; 
org::eclipse::jdt::internal::compiler::ast::OperatorExpression ; 6.61079 ; 0.00478913 ; 0.0123433 ; 0.165248 ; 0.00550348 ; 
org::eclipse::jdt::internal::core::search::TypeNameRequestorWrapper ; 8.18073 ; 0.00792092 ; 0.0140086 ; 0.199245 ; 0.00735175 ; 
org::eclipse::jdt::internal::codeassist::impl::AssistAnnotation ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::dom::ArrayCreation ; 9.64599 ; 0.00543572 ; 0.157858 ; 8.18241 ; 0.233287 ; 
org::eclipse::jdt::internal::core::CompilationUnitStructureRequestor ; 15.7278 ; 0.0726696 ; 0.180249 ; 8.36256 ; 0.313255 ; 
org::eclipse::jdt::internal::compiler::ast::JavadocSingleTypeReference ; 21.1753 ; 0.0414412 ; 0.170967 ; 8.45532 ; 0.274788 ; 
org::eclipse::jdt::internal::core::builder::BatchImageBuilder ; 25.0221 ; 0.112996 ; 0.196981 ; 8.58924 ; 0.323567 ; 
org::eclipse::jdt::internal::compiler::parser::AbstractCommentParser ; 29.6783 ; 0.267116 ; 0.134308 ; 0.916961 ; 0.242873 ; 
org::eclipse::jdt::internal::core::ResolvedBinaryField ; 6.94335 ; 0.00474275 ; 0.00976588 ; 0.162444 ; 0.00112919 ; 
org::eclipse::jdt::internal::core::index::Index ; 16.1076 ; 0.0337405 ; 0.036095 ; 0.415625 ; 0.0521402 ; 
org::eclipse::jdt::internal::core::ExternalFoldersManager ; 2.31501 ; 0.023806 ; 0.0478336 ; 0.148766 ; 0.149862 ; 
org::eclipse::jdt::core::dom::BooleanLiteral ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::core::util::Disassembler ; 34.1638 ; 0.420596 ; 0.214757 ; 8.822 ; 0.35932 ; 
org::eclipse::jdt::internal::core::util::DOMFinder ; 6.07783 ; 0.0173676 ; 0.124221 ; 8.03826 ; 0.168514 ; 
org::eclipse::jdt::internal::compiler::lookup::VariableBinding ; 13.2396 ; 0.00635838 ; 0.141228 ; 8.22045 ; 0.198018 ; 
org::eclipse::jdt::internal::core::util::CodeSnippetParsingUtil ; 11.1327 ; 0.00824644 ; 0.134361 ; 8.1664 ; 0.17641 ; 
org::eclipse::jdt::internal::core::search::indexing::ReadWriteMonitor ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::JavaProject ; 40.4352 ; 0.434306 ; 0.267845 ; 9.06677 ; 0.498101 ; 
org::eclipse::jdt::internal::compiler::flow::ExceptionHandlingFlowContext ; 13.0996 ; 0.0308353 ; 0.0504701 ; 0.381259 ; 0.145797 ; 
org::eclipse::jdt::internal::core::search::matching::TypeReferenceLocator ; 29.3011 ; 0.0831872 ; 0.209338 ; 8.70653 ; 0.378235 ; 
org::eclipse::jdt::internal::core::JavaModelStatus ; 8.29601 ; 0.0534223 ; 0.0129805 ; 0.198308 ; 0.00442924 ; 
org::eclipse::jdt::core::dom::CatchClause ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::compiler::ast::JavadocArraySingleTypeReference ; 6.60309 ; 0.00496733 ; 0.0133689 ; 0.168035 ; 0.00924215 ; 
org::eclipse::jdt::internal::core::CreateMethodOperation ; 11.0281 ; 0.0244016 ; 0.137491 ; 8.16421 ; 0.198335 ; 
org::eclipse::jdt::internal::core::Buffer ; 8.8113 ; 0.0126229 ; 0.123881 ; 8.09315 ; 0.143511 ; 
org::eclipse::jdt::internal::core::search::matching::TypeParameterLocator ; 1.70656 ; 0.00122393 ; 0.00197306 ; 0.038262 ; 3.30855e-5 ; 
org::eclipse::jdt::internal::compiler::batch::ClasspathLocation ; 10.8648 ; 0.0135907 ; 0.0301065 ; 0.294846 ; 0.0561531 ; 
org::eclipse::jdt::internal::core::MemberValuePair ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::dom::ConstructorInvocation ; 6.84846 ; 0.00428194 ; 0.151789 ; 8.10896 ; 0.231177 ; 
org::eclipse::jdt::internal::formatter::comment::CommentRegion ; 7.2605 ; 0.0120886 ; 0.0149905 ; 0.185927 ; 0.0103511 ; 
org::eclipse::jdt::internal::compiler::util::HashtableOfObjectToIntArray ; 2.27054 ; 0.00230197 ; 0.00387962 ; 0.0557912 ; 7.23901e-4 ; 
org::eclipse::jdt::internal::core::search::indexing::RemoveFolderFromIndex ; 7.96225 ; 0.00482674 ; 0.0108899 ; 0.185241 ; 8.83196e-4 ; 
org::eclipse::jdt::internal::codeassist::SelectionEngine ; 32.2544 ; 0.185896 ; 0.216219 ; 8.78565 ; 0.379814 ; 
org::eclipse::jdt::internal::compiler::lookup::ImportBinding ; 5.34312 ; 0.00365422 ; 0.00777497 ; 0.125968 ; 0.0010713 ; 
org::eclipse::jdt::core::compiler::BuildContext ; 3.92315 ; 0.00548968 ; 0.148538 ; 8.04383 ; 0.231244 ; 
org::eclipse::jdt::internal::core::search::matching::PackageDeclarationLocator ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::codegen::ExceptionLabel ; 7.52192 ; 0.0192577 ; 0.0118392 ; 0.180872 ; 0.00189321 ; 
org::eclipse::jdt::internal::eval::CodeSnippetFieldReference ; 11.7816 ; 0.0134217 ; 0.0178093 ; 0.280256 ; 0.00324688 ; 
org::eclipse::jdt::internal::compiler::lookup::ElementValuePair ; 8.12682 ; 0.00989244 ; 0.155483 ; 8.15185 ; 0.270428 ; 
org::eclipse::jdt::internal::core::JarPackageFragmentInfo ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::CancelableNameEnvironment ; 7.57299 ; 0.00405123 ; 0.0117578 ; 0.181247 ; 0.0023069 ; 
org::eclipse::jdt::internal::compiler::parser::RecoveredElement ; 8.50122 ; 0.0117907 ; 0.135387 ; 8.11581 ; 0.195791 ; 
org::eclipse::jdt::internal::core::UserLibraryClasspathContainer ; 6.78997 ; 0.0144278 ; 0.0540384 ; 0.270163 ; 0.110716 ; 
org::eclipse::jdt::internal::compiler::problem::DefaultProblemFactory ; 11.0206 ; 0.0349722 ; 0.0319309 ; 0.304144 ; 0.0652418 ; 
org::eclipse::jdt::core::search::TypeReferenceMatch ; 8.6615 ; 0.0481694 ; 0.141949 ; 8.12785 ; 0.212283 ; 
org::eclipse::jdt::internal::compiler::ast::JavadocMessageSend ; 22.6963 ; 0.0370243 ; 0.169942 ; 8.48332 ; 0.259188 ; 
org::eclipse::jdt::internal::compiler::lookup::BaseTypeBinding ; 7.44972 ; 0.0124493 ; 0.0100184 ; 0.172635 ; 7.62558e-4 ; 
org::eclipse::jdt::core::dom::WildcardType ; 6.84846 ; 0.00361122 ; 0.151789 ; 8.10896 ; 0.231177 ; 
org::eclipse::jdt::internal::core::util::RuntimeInvisibleParameterAnnotationsAttribute ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::UserLibraryClasspathContainerInitializer ; 7.56809 ; 0.0427949 ; 0.131851 ; 8.08858 ; 0.188529 ; 
org::eclipse::jdt::core::dom::AST ; 24.6967 ; 0.125208 ; 0.219321 ; 8.62848 ; 0.404613 ; 
org::eclipse::jdt::internal::codeassist::UnresolvedReferenceNameFinder ; 7.9636 ; 0.114712 ; 0.0226596 ; 0.223501 ; 0.0272472 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnAnnotationOfType ; 3.00217 ; 0.00369656 ; 0.00636273 ; 0.0765337 ; 0.00751923 ; 
org::eclipse::jdt::internal::core::util::HashSetOfCharArrayArray ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::ast::LongLiteral ; 15.218 ; 0.0365524 ; 0.0267348 ; 0.37431 ; 0.0119008 ; 
org::eclipse::jdt::internal::compiler::util::HashtableOfType ; 3.9771 ; 0.00256106 ; 0.00585268 ; 0.0940532 ; 7.56986e-4 ; 
org::eclipse::jdt::internal::compiler::ast::ClassLiteralAccess ; 23.7357 ; 0.0221692 ; 0.167801 ; 8.50068 ; 0.234965 ; 
org::eclipse::jdt::core::dom::NumberLiteral ; 10.8068 ; 0.0052669 ; 0.15805 ; 8.20424 ; 0.23224 ; 
org::eclipse::jdt::internal::core::util::CharArrayBuffer ; 6.60309 ; 0.00546179 ; 0.0133689 ; 0.168035 ; 0.00924215 ; 
org::eclipse::jdt::internal::formatter::OptimizedReplaceEdit ; 2.96868 ; 0.00229903 ; 0.0034669 ; 0.0667091 ; 6.29834e-5 ; 
org::eclipse::jdt::internal::core::JavaCorePreferenceModifyListener ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::search::matching::FieldPattern ; 8.96672 ; 0.0123633 ; 0.0247682 ; 0.242697 ; 0.0519956 ; 
org::eclipse::jdt::internal::core::builder::NameSet ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::ExternalJavaProject ; 4.4156 ; 0.00163705 ; 0.0132175 ; 0.124288 ; 0.023966 ; 
org::eclipse::jdt::core::search::SearchEngine ; 23.9899 ; 0.114245 ; 0.195172 ; 8.56812 ; 0.295215 ; 
org::eclipse::jdt::internal::compiler::ConfigurableOption ; 5.41047 ; 0.00598619 ; 0.00926963 ; 0.132369 ; 0.00330398 ; 
org::eclipse::jdt::internal::compiler::lookup::SyntheticFieldBinding ; 7.88927 ; 0.00377102 ; 0.0121915 ; 0.188296 ; 0.00302032 ; 
org::eclipse::jdt::internal::compiler::impl::BooleanConstant ; 8.13684 ; 0.0116352 ; 0.01192 ; 0.192409 ; 0.00127943 ; 
org::eclipse::jdt::internal::core::util::HashtableOfArrayToObject ; 5.15795 ; 0.00392987 ; 0.00771277 ; 0.122501 ; 9.85513e-4 ; 
org::eclipse::jdt::internal::core::InitializerElementInfo ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::dom::CastExpression ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::core::ModelUpdater ; 10.9499 ; 0.00789657 ; 0.135944 ; 8.16645 ; 0.186665 ; 
org::eclipse::jdt::internal::core::util::ConstantPoolEntry ; 5.08455 ; 0.00442748 ; 0.130063 ; 8.02862 ; 0.198087 ; 
org::eclipse::jdt::core::dom::AnnotationBinding ; 10.0587 ; 0.0415666 ; 0.206383 ; 8.30299 ; 0.434808 ; 
org::eclipse::jdt::internal::core::ResolvedBinaryMethod ; 6.94335 ; 0.00484639 ; 0.00976588 ; 0.162444 ; 0.00112919 ; 
org::eclipse::jdt::internal::core::search::matching::PossibleMatchSet ; 6.63337 ; 0.0109936 ; 0.12672 ; 8.05657 ; 0.172517 ; 
org::eclipse::jdt::internal::codeassist::impl::AssistSourceType ; 2.35255 ; 0.00511713 ; 0.0711507 ; 0.210663 ; 0.173258 ; 
org::eclipse::jdt::internal::compiler::ast::JavadocArrayQualifiedTypeReference ; 6.60309 ; 0.00496733 ; 0.0133689 ; 0.168035 ; 0.00924215 ; 
org::eclipse::jdt::internal::compiler::ast::TypeParameter ; 6.62651 ; 0.0136506 ; 0.0122236 ; 0.164395 ; 0.00773458 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMarkerAnnotationName ; 6.94335 ; 0.00392713 ; 0.00976588 ; 0.162444 ; 0.00112919 ; 
org::eclipse::jdt::internal::compiler::parser::RecoveredImport ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::builder::BuildNotifier ; 9.44802 ; 0.00883712 ; 0.127266 ; 8.11401 ; 0.157405 ; 
org::eclipse::jdt::internal::formatter::comment::CommentFormatterUtil ; 2.36846 ; 0.00143639 ; 0.00424624 ; 0.058891 ; 9.97772e-4 ; 
org::eclipse::jdt::internal::compiler::flow::NullInfoRegistry ; 3.17913 ; 0.0838741 ; 0.0074275 ; 0.0840233 ; 0.00752121 ; 
org::eclipse::jdt::internal::compiler::ast::Reference ; 8.0715 ; 0.0032547 ; 0.0116738 ; 0.190265 ; 0.00118993 ; 
org::eclipse::jdt::internal::core::CreateTypeMemberOperation ; 15.0958 ; 0.0360206 ; 0.144342 ; 8.26384 ; 0.199481 ; 
org::eclipse::jdt::internal::core::util::RuntimeVisibleAnnotationsAttribute ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::util::WeakHashSet ; 3.76257 ; 0.0114763 ; 0.00598204 ; 0.0907956 ; 8.60714e-4 ; 
org::eclipse::jdt::core::JavaConventions ; 18.7552 ; 0.17606 ; 0.181025 ; 8.4173 ; 0.271999 ; 
org::eclipse::jdt::internal::compiler::impl::StringConstant ; 4.08525 ; 0.00285167 ; 0.00599796 ; 0.0965694 ; 7.52173e-4 ; 
